sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year
414,A B M INTERNATIONAL LTD.,20190331,12,INDAS,777.8,774.0,0.3,,0.3,777.5,-17.7,-15.4,-23.9,-22.7,-18.0,-2.3151,220.0,1.5,,80.9,11760000.0,,117.6,,,,117.6,137.4,0.8,220.0,47.2,172.8,251.3,0.7973,1.7145,0.0058,-29.0,-27.1,,2018
415,A B M KNOWLEDGEWARE LTD.,20170331,12,INDAS,1125.8,1096.7,,,,1125.8,183.3,311.5,282.3,255.9,183.5,16.2995,2048.2,97.5,,34.2,20700000.0,,103.5,,,,207.0,1337.8,,2048.2,554.8,1493.4,1588.6,2.2037,2.2056,0.0,160.5,277.2,,2016
415,A B M KNOWLEDGEWARE LTD.,20180331,12,INDAS,741.0,716.3,0.9,0.9,,740.1,144.5,220.8,192.5,173.0,143.6,19.4028,1976.6,84.0,,37.4,20700000.0,,103.5,,,,207.0,1452.6,,1976.6,598.7,1377.9,2012.4,2.9767,3.108,0.0,-175.4,-94.1,,2017
415,A B M KNOWLEDGEWARE LTD.,20190331,12,INDAS,684.8,642.8,4.5,4.5,,680.3,157.8,254.3,221.7,188.7,156.8,23.0487,1868.4,93.8,,53.5,20700000.0,,103.5,,,,207.0,1580.3,,1868.4,579.6,1288.8,1922.5,5.806,6.4749,0.0,439.6,486.6,,2018
612,A C E EDUTREND LTD.,20170331,12,INDAS,87.4,86.9,,,,87.4,-5.7,18.6,-8.2,-8.7,-5.7,-6.5217,154.0,19.5,,,9160900.0,,91.6,,,,91.609,118.3,,154.0,133.6,20.4,156.1,1.2469,1.2469,0.0,-0.1,0.0,,2016
612,A C E EDUTREND LTD.,20180331,12,INDAS,27.5,26.9,,,,27.5,-9.0,11.3,-2.9,-3.5,-9.0,-32.7273,149.9,,,24.2,9160900.0,,91.6,,,,91.609,109.4,,149.9,102.5,47.4,151.95,1.163,1.163,0.0,-0.1,0.0,,2017
612,A C E EDUTREND LTD.,20190331,12,INDAS,6.2,5.5,,,,6.2,-5.1,1.3,-7.2,-7.9,-5.1,-82.2581,148.4,,,28.1,9160900.0,,91.6,,,,91.609,104.2,,148.4,95.7,52.7,149.15,1.1878,1.1878,0.0,0.0,0.0,,2018
641,A C E STONECRAFT LTD.,20170331,12,INDAS,21.5,,,,,21.5,7.7,18.9,11.1,-2.6,7.7,35.8140,316.6,,,68.2,23492100.0,,234.9,,,,234.921,229.1,66.9,316.6,292.5,24.1,329.1,0.1145,0.1145,0.292,-67.5,-67.4,,2016
641,A C E STONECRAFT LTD.,20180331,12,INDAS,21.6,,0.1,0.1,,21.5,3.8,11.2,5.3,-10.1,4.0,18.6047,263.6,,,13.3,23492100.0,,234.9,,,,234.921,232.9,11.1,263.6,242.6,21.0,274.2,0.3176,0.3176,0.0477,61.5,65.2,,2017
666,A C I INFOCOM LTD.,20170331,12,INDAS,146.4,140.4,,,,146.4,2.1,3.1,2.8,-2.9,2.1,1.4344,266.0,,,102.5,110490900.0,,110.5,,,,1104.909,163.5,,266.0,47.0,219.0,217.35,0.959,2.1356,0.0,-6.2,-5.7,,2016
666,A C I INFOCOM LTD.,20180331,12,INDAS,42.5,36.6,,,,42.5,1.6,3.3,3.0,-2.5,1.7,4.0000,171.6,,,6.5,110490900.0,,110.5,,,,1104.909,165.1,,171.6,46.5,125.1,218.8,0.2615,19.1846,0.0,-5.7,-5.1,,2017
666,A C I INFOCOM LTD.,20190331,12,INDAS,45.4,39.9,,,,45.4,0.1,0.4,0.1,-5.1,0.1,0.2203,201.6,,,36.4,110490900.0,,110.5,,,,1104.909,165.2,,201.6,61.7,139.9,186.6,1.0192,3.8297,0.0,10.9,12.0,,2018
771,CEINSYS TECH LTD.,20170331,12,INDAS,1380.5,1361.3,,,,1380.5,1.4,228.5,10.3,143.1,1.4,0.1014,2020.2,220.1,85.1,1209.5,9138220.0,,91.4,,,,91.3822,488.7,1087.5,2020.2,494.2,1526.0,1898.1,1.0053,1.1053,2.2253,92.5,142.0,0.4,2016
771,CEINSYS TECH LTD.,20180331,12,INDAS,1385.7,1362.5,,,,1385.7,14.1,218.9,15.3,157.0,19.5,1.4072,2305.7,103.9,69.7,1481.6,11090440.0,,110.9,,,,110.9044,660.8,1175.2,2305.7,393.9,1911.8,2162.95,1.128,1.1951,1.7785,-75.9,-42.7,170.4,2017
771,CEINSYS TECH LTD.,20190331,12,INDAS,1771.5,1733.8,2.3,1.8,0.5,1769.2,27.4,342.5,38.1,180.6,27.5,1.5544,2562.7,75.7,40.5,1765.8,11117085.0,,111.2,,,,111.1709,651.1,1218.1,2562.7,444.3,2118.4,2434.2,1.0698,1.0761,1.8708,209.7,273.0,0.3,2018
783,A D F FOODS LTD.,20170331,12,INDAS,1717.9,1656.7,6.0,6.0,,1711.9,143.6,278.2,220.5,169.1,138.0,8.0612,2292.4,140.8,1.0,172.7,22000000.0,,220.0,,8.0,8.0,220.0,1976.8,55.1,2292.4,1391.1,901.3,2362.9,3.2031,4.747,0.0279,178.3,266.3,,2016
783,A D F FOODS LTD.,20180331,12,INDAS,1824.0,1716.9,2.6,2.6,,1821.4,222.2,362.9,308.0,213.5,221.0,12.1335,2431.4,114.7,0.3,195.0,21201461.0,,212.0,,,,212.0146,2084.2,31.3,2431.4,1364.8,1066.6,2361.9,2.9066,3.8718,0.015,213.8,293.7,,2017
783,A D F FOODS LTD.,20190331,12,INDAS,2015.6,2001.3,1.2,1.2,,2014.4,304.8,502.1,440.0,449.9,309.1,15.3445,2386.8,107.4,,152.1,20022719.0,,200.2,,11.8,11.8,200.2272,2104.4,2.0,2386.8,1373.3,1013.5,2409.1,3.476,5.0126,0.001,262.3,400.8,,2018
830,A D S DIAGNOSTIC LTD.,20170331,12,INDAS,61.1,55.2,,,,61.1,-5.2,0.9,-6.3,-6.4,-4.8,-7.8560,84.8,12.4,12.4,53.2,2297300.0,,23.0,,,,22.973,19.2,42.8,84.8,30.0,54.8,112.75,0.4248,0.938,2.2292,3.1,4.8,,2016
830,A D S DIAGNOSTIC LTD.,20180331,12,INDAS,67.5,64.7,0.4,0.4,,67.1,2.1,10.2,3.6,6.7,2.5,3.7258,101.4,7.7,7.6,71.5,2297300.0,,23.0,,,,22.973,21.4,38.3,101.4,15.4,86.0,93.1,0.3333,0.9391,1.7897,9.0,9.4,,2017
830,A D S DIAGNOSTIC LTD.,20190331,12,INDAS,91.3,89.5,0.1,0.1,,91.2,8.5,17.8,11.1,14.0,8.4,9.2105,167.5,5.4,5.2,132.3,2297300.0,,23.0,,,,22.973,29.7,18.5,167.5,25.3,142.2,134.45,0.253,0.9653,0.6229,38.1,40.0,,2018
912,A F ENTERPRISES LTD.,20170331,12,INDAS,18.4,0.2,,,,18.4,12.3,13.4,12.4,-5.3,12.3,66.8478,108.6,1.1,1.1,66.3,4000000.0,,40.0,,,,40.0,41.2,7.0,108.6,2.1,106.5,70.05,0.6848,1.6063,0.1699,1.9,2.0,,2016
912,A F ENTERPRISES LTD.,20180331,12,INDAS,5.0,4.2,,,,5.0,-24.0,-2.1,-32.3,-3.6,-24.0,-480.0000,185.2,6.0,6.0,161.9,4000000.0,,40.0,,,,40.0,17.3,6.4,185.2,36.7,148.5,146.9,0.2582,0.9148,0.3699,-3.1,-3.1,,2017
912,A F ENTERPRISES LTD.,20190331,12,INDAS,323.1,321.8,1.0,0.1,0.9,322.1,5.1,22.9,5.8,20.9,4.2,1.3039,378.2,6.7,6.7,348.3,4000000.0,,40.0,,,,40.0,22.3,7.2,378.2,38.9,339.3,281.7,0.7013,0.9588,0.3229,2.2,2.2,,2018
1120,A I A ENGINEERING LTD.,20170331,12,INDAS,22612.9,21224.0,,,,22612.9,4173.1,6984.8,6210.6,4885.5,4175.6,18.4656,28393.7,927.4,3.4,3058.8,94320370.0,,188.6,,,,943.2037,24220.7,1402.1,28393.7,7737.8,20655.9,26359.0,4.9946,5.9603,0.0579,493.2,2117.0,,2016
1120,A I A ENGINEERING LTD.,20180331,12,INDAS,23947.4,21658.2,122.1,119.2,2.9,23825.3,4699.1,6968.7,6233.3,4029.3,4577.0,19.2107,32068.9,875.9,2.0,3406.8,94320370.0,,188.6,,,,943.2037,27602.6,1184.3,32068.9,8439.8,23629.1,30231.3,5.1551,6.1815,0.0429,2401.2,3979.7,,2017
1120,A I A ENGINEERING LTD.,20190331,12,INDAS,29562.7,28375.9,26.2,26.2,,29536.5,4148.2,6921.3,6043.8,4944.2,4125.4,13.9671,36094.1,1217.9,150.0,3073.6,94320370.0,,188.6,,,,943.2037,31760.4,1270.6,36094.1,9614.5,26479.6,34081.5,6.4873,8.0476,0.04,1483.6,3293.8,,2018
1144,A INFRASTRUCTURE LTD.,20170331,12,INDAS,1888.0,1861.5,1.5,1.5,,1886.5,-1.5,139.6,-1.3,78.3,-3.0,-0.1590,1970.2,487.6,262.9,1030.0,10845150.0,,108.5,,,,108.4515,431.8,960.1,1970.2,738.9,1231.3,1981.8,0.2551,1.117,2.2235,138.7,144.7,,2016
1144,A INFRASTRUCTURE LTD.,20180331,12,INDAS,2163.8,2138.8,7.2,7.2,,2156.6,8.1,151.4,11.8,100.2,0.9,0.0417,2100.4,616.6,315.7,1022.1,10845150.0,,108.5,,,,108.4515,434.5,1012.8,2100.4,767.7,1332.7,2035.25,0.2943,1.2161,2.331,109.0,112.1,,2017
1144,A INFRASTRUCTURE LTD.,20190331,12,INDAS,2708.7,2637.7,50.0,0.7,49.3,2658.7,84.3,240.7,96.5,141.7,34.3,1.2901,2175.1,580.4,336.6,1031.6,42645700.0,71150.0,213.2,7.1,,,426.457,524.2,829.4,2175.1,903.5,1271.6,2137.75,0.2434,1.1357,1.6043,399.8,421.6,7.1,2018
1317,A K CAPITAL SERVICES LTD.,20170331,12,IGAAP,962.6,29.3,,,,962.6,243.7,617.4,360.1,-335.6,246.2,25.5766,7723.8,531.1,250.3,3636.2,6600000.0,,66.0,,,,66.0,3555.1,3839.4,7723.8,3798.2,3925.6,6658.95,1.0678,1.0681,1.08,177.2,309.7,,2016
1317,A K CAPITAL SERVICES LTD.,20180331,12,FS_INDAS,1102.6,29.3,0.3,0.3,,1102.3,190.6,681.0,284.2,-405.8,191.5,17.3728,5915.1,,,71.5,6600000.0,,66.0,,,,66.0,3670.1,2083.8,5915.1,,,6819.45,0.0311,0.0311,0.5678,143.7,336.5,,2017
1317,A K CAPITAL SERVICES LTD.,20190331,12,FS_INDAS,876.5,27.1,1.5,1.5,,875.0,235.1,515.5,316.3,-345.7,234.2,26.7657,4733.4,,,74.4,6600000.0,,66.0,,,,66.0,3862.7,728.5,4733.4,,,5324.25,0.1744,0.1744,0.1886,171.5,274.1,,2018
1464,S M S TECHSOFT (INDIA) LTD.,20170331,12,INDAS,,,,,,,-59.0,-0.1,-61.4,-61.4,-59.0,ER,158.4,5.1,,0.1,350572000.0,,350.6,,,,3505.72,153.0,,158.4,149.0,9.4,189.05,31.3333,31.3333,0.0,0.0,0.0,,2016
1464,S M S TECHSOFT (INDIA) LTD.,20180331,12,INDAS,,,,,,,-51.0,0.0,-62.1,-62.1,-51.0,ER,102.3,,,0.1,350572000.0,,350.6,,,,3505.72,102.0,,102.3,94.3,8.0,130.35,26.6667,26.6667,0.0,-1.4,-1.4,,2017
1570,A K S CREDITS LTD.,20170331,12,IGAAP,2.5,,,,,2.5,0.0,0.0,0.0,-2.5,0.0,0.0000,186.8,87.1,86.6,,11000000.0,,110.0,,,,110.0,99.7,86.6,186.8,185.6,1.2,170.8,,,0.8686,,,,2016
1570,A K S CREDITS LTD.,20180331,12,IGAAP,13.9,,,,,13.9,1.2,10.7,1.8,-3.6,1.2,8.6331,218.0,114.5,114.5,1.1,11000000.0,,110.0,,,,110.0,100.9,114.5,218.0,214.5,3.5,202.4,2.0588,2.0588,1.1348,1.6,2.2,,2017
1570,A K S CREDITS LTD.,20190331,12,IGAAP,15.6,,,,,15.6,-0.3,11.2,0.2,-6.1,-0.3,-1.9231,197.8,93.2,93.2,0.9,11000000.0,,110.0,,,,110.0,100.7,93.2,197.8,193.6,4.2,207.9,3.0,3.0,0.9255,0.5,1.0,,2018
1621,A K SPINTEX LTD.,20170331,12,INDAS,533.5,529.6,0.8,,0.8,532.7,21.0,61.9,31.0,37.0,20.2,3.7920,346.3,32.8,14.5,169.5,5031750.0,,50.3,,,,50.3175,144.0,97.7,346.3,187.3,159.0,335.05,0.7357,0.9381,0.6785,62.9,69.9,,2016
1621,A K SPINTEX LTD.,20180331,12,INDAS,562.0,541.4,19.5,,19.5,542.5,33.6,76.8,38.1,28.7,14.8,2.7281,447.9,81.7,61.6,185.7,5031750.0,,50.3,,,,50.3175,177.5,135.1,447.9,253.9,194.0,397.0,0.7013,0.9438,0.7611,45.2,52.9,,2017
1621,A K SPINTEX LTD.,20190331,12,INDAS,601.7,601.4,,,,601.7,12.6,67.6,17.6,29.7,12.7,2.1107,463.4,79.9,55.6,189.4,5031750.0,,50.3,,,,50.3175,190.2,132.7,463.4,237.5,225.9,455.5,0.8483,1.1046,0.6977,,,,2018
2015,A N G INDUSTRIES LTD.,20170331,12,IGAAP,927.0,898.6,23.6,,23.6,903.4,-1055.9,-788.6,-1084.7,-1022.8,-1076.5,-119.1609,1616.8,297.2,290.3,1606.5,16090000.0,,160.9,,,,160.9,-321.5,1293.3,1616.8,1057.1,559.7,2179.8,0.1546,0.305,,111.8,111.8,,2016
2080,A N S INDS. LTD.,20180331,12,IGAAP,37.6,36.9,,,,37.6,-2.1,6.1,-2.1,0.1,-2.1,-5.5851,245.4,2.9,2.1,108.2,9255600.0,,92.6,,,,92.556,134.3,90.3,245.4,106.2,139.2,,0.3983,1.2865,0.6724,82.0,82.0,,2017
2080,A N S INDS. LTD.,20190331,12,IGAAP,4.6,4.3,,,,4.6,-9.3,-3.4,-9.3,-7.2,-9.3,-202.1739,229.9,10.4,9.6,94.7,9255600.0,,92.6,,,,92.556,124.8,82.7,229.9,112.3,117.6,237.65,0.2408,1.2418,0.6627,2.5,2.5,,2018
2248,A P M INDUSTRIES LTD.,20170331,12,INDAS,2583.7,2476.1,9.2,7.7,1.5,2574.5,160.3,297.7,231.8,148.1,151.1,5.8691,2791.8,475.9,114.2,513.2,22217080.0,,44.4,,,,222.1708,1787.7,413.9,2791.8,1926.1,865.7,2340.8,0.5835,1.5696,0.2315,71.8,119.0,,2016
2248,A P M INDUSTRIES LTD.,20180331,12,INDAS,2852.6,2722.7,42.6,42.6,,2810.0,125.4,270.2,178.6,94.3,87.6,3.1174,3005.9,559.9,167.1,523.6,22217080.0,,44.4,,,,222.1708,1900.0,470.2,3005.9,2191.7,814.2,2898.85,0.6053,1.4332,0.2475,268.9,307.0,,2017
2248,A P M INDUSTRIES LTD.,20190331,12,INDAS,2744.6,2695.0,33.6,33.6,,2711.0,73.4,183.0,82.9,77.8,40.7,1.5013,2470.7,557.5,172.7,674.1,22217080.0,,44.4,,,,222.1708,1221.2,569.9,2470.7,1623.2,847.5,2738.3,0.456,1.1539,0.4667,68.6,89.7,,2018
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20170331,12,IGAAP,2915.8,2908.2,1.2,1.2,,2914.6,137.1,309.3,177.6,198.8,138.7,4.7588,1650.6,223.0,159.9,847.7,6048000.0,,60.5,,,,60.48,510.4,212.6,1650.6,457.5,1193.1,1485.3,0.8678,1.2295,0.4165,106.6,132.9,,2016
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20180331,12,IGAAP,3325.5,3310.5,7.8,7.8,,3317.7,131.1,334.1,196.8,209.0,126.7,3.8189,2082.0,81.5,2.1,1207.1,6048000.0,,60.5,,,,60.48,641.5,204.7,2082.0,480.0,1602.0,1866.3,0.9233,1.1892,0.3191,194.5,276.8,,2017
2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,20190331,12,IGAAP,3064.2,3057.9,0.6,,0.6,3063.6,117.5,289.7,187.1,201.4,116.9,3.8158,1809.8,74.6,1.1,818.4,6048000.0,,60.5,,,,60.48,759.1,184.3,1809.8,538.7,1271.1,1945.9,1.1965,1.4108,0.2428,24.2,116.0,,2018
2448,A R C FINANCE LTD.,20170331,12,INDAS,53.9,17.7,,,,53.9,1.3,21.0,1.9,-19.3,1.4,2.5974,551.0,1.5,,39.9,50495000.0,,505.0,,,,504.95,509.6,,551.0,4.8,546.2,532.25,0.3534,13.6892,0.0,-15.8,-13.1,,2016
2448,A R C FINANCE LTD.,20180331,12,INDAS,43.1,5.1,0.3,0.3,,42.8,1.5,32.2,2.0,-6.0,1.2,2.8037,563.7,1.4,,51.1,50495000.0,,505.0,,,,504.95,511.2,10.0,563.7,7.5,556.2,557.35,0.5812,10.8845,0.0196,-1.3,-1.3,,2017
2448,A R C FINANCE LTD.,20190331,12,INDAS,34.7,,,,,34.7,-5.8,32.2,-6.0,-2.8,-5.8,-16.7147,608.3,1.4,,101.7,50495000.0,,505.0,,,,504.95,505.2,77.9,608.3,4.3,604.0,586.0,0.1445,5.939,0.1542,-1.0,-1.0,,2018
2717,DISH T V INDIA LTD.,20170331,12,INDAS,20148.7,19453.9,41.8,41.8,,20106.9,1678.9,4528.4,2579.3,2907.7,1642.5,8.1688,21380.4,1349.0,,2988.9,1065934528.0,,1065.9,,,,10659.3453,2775.5,,21380.4,9516.5,11863.9,19458.7,0.6489,0.6592,0.0,831.3,1653.1,6.1,2016
2717,DISH T V INDIA LTD.,20180331,12,INDAS,36569.6,28626.0,7346.4,41.8,7304.6,29223.2,333.4,4481.3,485.6,519.9,-543.9,-1.8612,119908.8,11118.0,86.9,12979.4,1923799917.0,,1923.8,,,,19237.9992,67320.5,2221.1,119908.8,80100.0,39808.8,70644.6,0.945,0.9522,0.033,5028.0,5249.4,2.8,2017
2717,DISH T V INDIA LTD.,20190331,12,INDAS,40500.7,39378.8,32.5,32.5,,40468.2,-12894.2,-9259.5,-16909.0,-40.9,2557.7,6.3203,117264.3,8352.1,,21584.5,1923816997.0,,1923.8,,,,19238.17,53348.0,5565.1,117264.3,103259.0,14005.3,118586.55,0.2409,0.2456,0.1043,-6186.4,-23184.2,1.4,2018
2842,A S M TECHNOLOGIES LTD.,20170331,12,INDAS,752.6,742.0,,,,752.6,68.6,125.6,98.4,99.2,68.6,9.1151,732.2,31.8,,36.7,5000000.0,,50.0,,,,50.0,523.8,7.5,732.2,215.5,516.7,836.95,8.3597,12.3896,0.0143,279.8,308.5,,2016
2842,A S M TECHNOLOGIES LTD.,20180331,12,INDAS,779.9,761.9,,,,779.9,36.4,86.6,71.4,56.2,36.4,4.6673,818.8,32.0,1.7,116.2,5000000.0,,50.0,,,,50.0,530.7,79.5,818.8,238.2,580.6,775.5,3.6661,4.9501,0.1498,4.2,43.8,,2017
2842,A S M TECHNOLOGIES LTD.,20190331,12,INDAS,818.8,771.7,10.6,,10.6,808.2,70.3,118.5,94.6,62.0,59.7,7.3868,848.4,0.5,0.5,141.4,5000000.0,,50.0,,,,50.0,568.4,90.3,848.4,265.1,583.3,833.6,2.8579,4.0021,0.1589,7.8,37.0,,2018
3052,A T N INTERNATIONAL LTD.,20170331,12,INDAS,0.8,0.4,,,,0.8,-9.3,-7.2,-9.3,-6.5,-7.0,-875.0000,125.8,3.3,,129.0,39450000.0,,157.8,,,,394.5,-6.5,95.3,125.8,104.2,21.6,148.95,0.0116,0.0116,,0.2,0.2,,2016
3052,A T N INTERNATIONAL LTD.,20180331,12,INDAS,1.7,1.1,0.2,,0.2,1.5,-5.5,-2.8,-5.5,-4.0,-5.7,-380.0000,109.4,3.3,,117.7,39450000.0,,157.8,,,,394.5,-11.6,95.4,109.4,85.2,24.2,117.6,0.0102,0.0102,,-19.7,-19.7,,2017
3052,A T N INTERNATIONAL LTD.,20190331,12,INDAS,2.3,1.6,0.3,,0.3,2.0,-2.3,-1.2,-2.3,-2.0,-2.6,-130.0000,110.4,3.3,,121.0,39450000.0,,157.8,,,,394.5,-13.9,95.4,110.4,85.5,24.9,109.9,0.0107,0.0107,,0.1,0.1,,2018
3083,A T V PROJECTS INDIA LTD.,20170331,12,INDAS,2492.0,623.1,1868.2,,1868.2,623.8,1512.7,1520.4,1513.8,50.5,50.1,8.0314,2527.6,1283.8,1281.1,145.1,53117425.0,,531.2,,,,531.1743,1097.0,1281.1,2527.6,1836.8,690.8,2655.1,3.2691,4.5681,1.1678,-141.1,1261.7,,2016
3083,A T V PROJECTS INDIA LTD.,20180331,12,INDAS,971.7,548.6,405.4,334.3,71.1,566.3,384.4,438.7,384.2,-38.9,-21.0,-3.7083,2785.0,786.9,784.3,209.5,53117425.0,,531.2,,,,531.1743,1786.9,784.3,2785.0,2211.9,573.1,2656.3,1.8106,2.6364,0.4389,205.7,540.0,,2017
3083,A T V PROJECTS INDIA LTD.,20190331,12,INDAS,409.7,408.4,,,,409.7,-36.4,30.7,-35.8,-37.1,-36.4,-8.8845,2690.8,719.5,716.3,173.2,53117425.0,,531.2,,,,531.1743,1796.4,716.3,2690.8,2261.8,429.0,2737.9,0.5111,2.3596,0.3987,37.2,37.2,,2018
3149,TAVERNIER RESOURCES LTD.,20170331,12,INDAS,39.4,27.5,,,,39.4,2.8,7.0,4.1,-5.5,2.8,7.1066,107.7,3.8,3.6,20.1,5979000.0,,59.8,,,,59.79,83.8,23.6,107.7,102.4,5.3,107.15,0.0746,0.0995,0.2816,-6.8,-6.4,,2016
3149,TAVERNIER RESOURCES LTD.,20180331,12,INDAS,161.6,146.3,0.1,0.1,,161.5,8.7,15.4,12.0,-0.6,8.6,5.3251,116.1,8.0,8.0,15.3,5979000.0,,59.8,,,,59.79,92.6,23.0,116.1,113.8,2.3,111.9,0.071,0.129,0.2484,1.5,2.6,,2017
3149,TAVERNIER RESOURCES LTD.,20190331,12,INDAS,69.8,61.2,,,,69.8,4.1,9.1,5.7,0.1,4.4,6.3037,124.1,22.8,22.8,4.3,5979000.0,,59.8,,,,59.79,96.7,22.8,124.1,119.1,5.0,120.1,0.3478,1.0435,0.2358,2.2,2.9,,2018
